REF_AREA,Reference area,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,57.00671954
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,44.4636334
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,49.47023105
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,47.60127089
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,47.97400051
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,30.54333197
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,34.74876736
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,38.41081544
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,33.88964215
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,38.8932139
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,30.48327942
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,25.46344355
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,22.07095075
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,17.86017622
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,13.42425984
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,20.14331891
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,19.86306404
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,18.70634329
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,19.52352448
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,28.64266287
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,28.55315455
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,34.91368532
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,33.41809199
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,31.66496425
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,27.93903871
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,26.28032345
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,28.23920266
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,31.71247357
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,31.51402185
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,33.11913
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,32.54300325
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,34.85369309
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,37.54188124
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,40.11152227
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,40.72577169
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,43.58752133
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,42.65963064
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,41.31679197
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,41.64627518
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,34.25514614
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,38.11226984
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,36.67240768
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,36.95956162
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1971,36.95376343
ROU,Romania,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1972,39.91647838
